,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
7396,RAJASTHAN,SAWAI MADHOPUR,2003,21,27,10,56,0,112,0
7397,RAJASTHAN,SIKAR,2003,15,22,17,44,0,111,0
7398,RAJASTHAN,SIROHI,2003,11,32,6,37,0,97,0
7399,RAJASTHAN,TONK,2003,11,48,5,45,1,179,1
7400,RAJASTHAN,UDAIPUR,2003,35,72,5,65,2,136,0
7401,RAJASTHAN,AJMER,2004,48,101,8,78,0,371,0
7402,RAJASTHAN,ALWAR,2004,43,67,30,98,0,276,0
7403,RAJASTHAN,BANSWARA,2004,20,51,7,92,4,86,0
7404,RAJASTHAN,BARAN,2004,50,63,3,164,5,163,0
7405,RAJASTHAN,BARMER,2004,14,15,9,95,0,69,0
7406,RAJASTHAN,BHARATPUR,2004,44,91,16,52,0,295,0
7407,RAJASTHAN,BHILWARA,2004,44,118,11,121,6,342,0
7408,RAJASTHAN,BIKANER,2004,41,25,23,48,0,190,0
7409,RAJASTHAN,BUNDI,2004,47,84,4,141,3,228,0
7410,RAJASTHAN,CHITTORGARH,2004,67,144,7,165,4,501,0
7411,RAJASTHAN,CHURU,2004,15,19,7,44,0,198,0
7412,RAJASTHAN,DAUSA,2004,14,30,14,30,0,89,0
7413,RAJASTHAN,DHOLPUR,2004,31,27,12,50,0,127,0
7414,RAJASTHAN,DUNGARPUR,2004,17,37,5,44,0,72,0
7415,RAJASTHAN,G.R.P.,2004,1,1,1,13,0,1,0
7416,RAJASTHAN,GANGANAGAR,2004,50,61,20,46,2,450,0
7417,RAJASTHAN,HANUMANGARH,2004,38,28,12,91,0,291,1
7418,RAJASTHAN,JAIPUR,2004,81,182,39,240,3,536,0
7419,RAJASTHAN,JAISALMER,2004,2,4,3,14,0,27,0
7420,RAJASTHAN,JALORE,2004,5,20,8,45,0,75,0
7421,RAJASTHAN,JHALAWAR,2004,40,61,4,167,5,258,0
7422,RAJASTHAN,JHUNJHUNU,2004,26,22,14,55,0,132,0
7423,RAJASTHAN,JODHPUR,2004,19,53,15,101,2,270,0
7424,RAJASTHAN,KARAULI,2004,45,46,11,70,0,87,0
7425,RAJASTHAN,KOTA,2004,42,124,10,186,1,400,0
7426,RAJASTHAN,NAGAUR,2004,25,29,16,160,0,154,0
7427,RAJASTHAN,PALI,2004,31,83,12,127,0,239,0
7428,RAJASTHAN,RAJSAMAND,2004,7,27,3,29,1,131,0
7429,RAJASTHAN,SAWAI MADHOPUR,2004,28,38,13,45,0,113,0
7430,RAJASTHAN,SIKAR,2004,18,39,17,38,0,120,0
7431,RAJASTHAN,SIROHI,2004,14,31,6,44,1,86,0
7432,RAJASTHAN,TONK,2004,14,45,5,30,2,205,0
7433,RAJASTHAN,UDAIPUR,2004,57,115,14,102,2,199,0
7434,RAJASTHAN,AJMER,2005,26,89,11,61,3,339,0
7435,RAJASTHAN,ALWAR,2005,52,61,31,110,0,297,0
7436,RAJASTHAN,BANSWARA,2005,29,29,7,83,1,56,0
7437,RAJASTHAN,BARAN,2005,45,39,3,121,0,212,0
7438,RAJASTHAN,BARMER,2005,19,20,13,86,0,72,0
7439,RAJASTHAN,BHARATPUR,2005,46,58,35,44,0,220,0
7440,RAJASTHAN,BHILWARA,2005,39,102,14,87,0,293,0
7441,RAJASTHAN,BIKANER,2005,30,20,12,67,0,199,0
7442,RAJASTHAN,BUNDI,2005,41,58,5,105,0,166,0
7443,RAJASTHAN,CHITTORGARH,2005,61,102,7,118,1,335,0
7444,RAJASTHAN,CHURU,2005,18,19,7,60,0,149,0
7445,RAJASTHAN,DAUSA,2005,12,16,13,12,0,83,0
7446,RAJASTHAN,DHOLPUR,2005,25,35,17,30,0,98,0
7447,RAJASTHAN,DUNGARPUR,2005,9,30,3,39,0,50,0
7448,RAJASTHAN,G.R.P.,2005,2,2,0,15,1,0,0
7449,RAJASTHAN,GANGANAGAR,2005,45,47,10,58,0,373,0
7450,RAJASTHAN,HANUMANGARH,2005,36,18,12,58,0,235,0
7451,RAJASTHAN,JAIPUR,2005,82,163,40,212,5,538,0
7452,RAJASTHAN,JAISALMER,2005,2,4,5,16,0,16,0
7453,RAJASTHAN,JALORE,2005,5,14,5,42,0,59,0
7454,RAJASTHAN,JHALAWAR,2005,40,46,6,160,6,199,0
7455,RAJASTHAN,JHUNJHUNU,2005,31,15,11,45,0,98,0
7456,RAJASTHAN,JODHPUR,2005,29,58,16,98,5,221,0
7457,RAJASTHAN,KARAULI,2005,22,41,14,40,0,116,0
7458,RAJASTHAN,KOTA,2005,40,93,5,154,1,361,0
7459,RAJASTHAN,NAGAUR,2005,33,40,15,169,0,136,0
7460,RAJASTHAN,PALI,2005,36,59,8,145,1,211,0
7461,RAJASTHAN,RAJSAMAND,2005,8,37,0,29,2,117,0
7462,RAJASTHAN,SAWAI MADHOPUR,2005,23,29,8,28,0,114,0
7463,RAJASTHAN,SIKAR,2005,21,44,12,22,0,137,0
7464,RAJASTHAN,SIROHI,2005,23,21,4,51,0,104,0
7465,RAJASTHAN,TONK,2005,18,52,1,37,1,188,0
7466,RAJASTHAN,UDAIPUR,2005,45,88,11,101,1,205,0
7467,RAJASTHAN,AJMER,2006,53,90,9,114,1,405,0
7468,RAJASTHAN,ALWAR,2006,81,68,36,111,0,314,0
7469,RAJASTHAN,BANSWARA,2006,27,36,5,79,3,93,0
7470,RAJASTHAN,BARAN,2006,37,40,5,114,2,169,0
7471,RAJASTHAN,BARMER,2006,12,21,7,85,0,74,0
7472,RAJASTHAN,BHARATPUR,2006,35,66,16,40,0,274,0
7473,RAJASTHAN,BHILWARA,2006,40,76,9,81,0,221,0
7474,RAJASTHAN,BIKANER,2006,29,27,16,63,0,287,0
7475,RAJASTHAN,BUNDI,2006,39,53,5,103,0,260,0
7476,RAJASTHAN,CHITTORGARH,2006,65,127,9,151,3,437,0
7477,RAJASTHAN,CHURU,2006,17,11,10,16,0,183,0
7478,RAJASTHAN,DAUSA,2006,16,19,14,34,0,105,0
7479,RAJASTHAN,DHOLPUR,2006,28,33,25,33,0,116,0
7480,RAJASTHAN,DUNGARPUR,2006,18,20,2,64,0,47,0
7481,RAJASTHAN,G.R.P.,2006,0,5,0,19,0,0,0
7482,RAJASTHAN,GANGANAGAR,2006,39,35,16,64,1,457,0
7483,RAJASTHAN,HANUMANGARH,2006,31,14,10,65,0,257,0
7484,RAJASTHAN,JAIPUR EAST,2006,19,51,6,40,2,156,0
7485,RAJASTHAN,JAIPUR NORTH,2006,18,48,8,42,0,151,0
7486,RAJASTHAN,JAIPUR RURAL,2006,34,57,14,98,1,169,0
7487,RAJASTHAN,JAIPUR SOUTH,2006,21,38,9,28,0,144,0
7488,RAJASTHAN,JAISALMER,2006,1,3,5,14,0,15,1
7489,RAJASTHAN,JALORE,2006,10,17,10,41,0,81,0
7490,RAJASTHAN,JHALAWAR,2006,42,51,10,151,3,189,0
7491,RAJASTHAN,JHUNJHUNU,2006,44,13,17,38,0,157,0
7492,RAJASTHAN,JODHPUR CITY,2006,18,28,10,53,3,209,0
7493,RAJASTHAN,JODHPUR RURAL,2006,19,15,17,59,0,58,0
7494,RAJASTHAN,KARAULI,2006,29,31,19,39,0,99,0
7495,RAJASTHAN,KOTA CITY,2006,18,70,12,49,3,272,0
7496,RAJASTHAN,KOTA RURAL,2006,19,19,4,91,3,132,0
7497,RAJASTHAN,NAGAUR,2006,35,37,12,193,0,221,0
7498,RAJASTHAN,PALI,2006,30,62,10,131,1,220,0
7499,RAJASTHAN,RAJSAMAND,2006,6,30,2,37,1,159,0
7500,RAJASTHAN,SAWAI MADHOPUR,2006,20,35,7,44,0,136,0
7501,RAJASTHAN,SIKAR,2006,29,34,9,31,0,165,0
7502,RAJASTHAN,SIROHI,2006,20,25,7,50,1,99,0
7503,RAJASTHAN,TONK,2006,12,50,5,18,2,249,2
7504,RAJASTHAN,UDAIPUR,2006,74,98,7,99,1,258,0
7505,RAJASTHAN,AJMER,2007,31,65,19,105,3,515,0
7506,RAJASTHAN,ALWAR,2007,73,65,43,141,1,391,0
7507,RAJASTHAN,BANSWARA,2007,39,42,4,55,1,100,0
7508,RAJASTHAN,BARAN,2007,43,28,8,112,1,194,0
7509,RAJASTHAN,BARMER,2007,19,24,9,78,0,103,0
7510,RAJASTHAN,BHARATPUR,2007,62,83,30,41,1,360,0
7511,RAJASTHAN,BHILWARA,2007,48,47,10,80,1,329,0
7512,RAJASTHAN,BIKANER,2007,32,33,18,76,0,307,0
7513,RAJASTHAN,BUNDI,2007,28,47,2,87,0,204,0
7514,RAJASTHAN,CHITTORGARH,2007,92,119,6,155,2,530,0
7515,RAJASTHAN,CHURU,2007,27,18,11,38,0,244,0
7516,RAJASTHAN,DAUSA,2007,16,43,12,39,0,112,0
7517,RAJASTHAN,DHOLPUR,2007,20,41,13,22,0,164,0
7518,RAJASTHAN,DUNGARPUR,2007,10,40,2,58,0,66,0
7519,RAJASTHAN,G.R.P.,2007,0,3,1,12,4,0,0
7520,RAJASTHAN,GANGANAGAR,2007,66,44,11,64,2,625,0
7521,RAJASTHAN,HANUMANGARH,2007,39,19,14,53,1,179,0
7522,RAJASTHAN,JAIPUR EAST,2007,25,45,7,38,0,159,0
7523,RAJASTHAN,JAIPUR NORTH,2007,23,76,11,37,0,168,0
7524,RAJASTHAN,JAIPUR RURAL,2007,39,66,25,127,5,204,0
7525,RAJASTHAN,JAIPUR SOUTH,2007,14,58,7,26,0,157,0
7526,RAJASTHAN,JAISALMER,2007,4,7,7,9,0,23,0
7527,RAJASTHAN,JALORE,2007,7,24,9,62,0,107,0
7528,RAJASTHAN,JHALAWAR,2007,54,35,10,113,0,222,0
7529,RAJASTHAN,JHUNJHUNU,2007,31,25,18,39,0,204,0
7530,RAJASTHAN,JODHPUR CITY,2007,16,40,11,32,1,227,0
7531,RAJASTHAN,JODHPUR RURAL,2007,24,15,15,49,0,70,0
7532,RAJASTHAN,KARAULI,2007,28,43,18,35,0,110,0
7533,RAJASTHAN,KOTA CITY,2007,25,66,10,41,1,261,0
7534,RAJASTHAN,KOTA RURAL,2007,30,30,5,73,0,173,0
7535,RAJASTHAN,NAGAUR,2007,38,37,12,119,0,252,0
7536,RAJASTHAN,PALI,2007,39,62,5,108,0,268,0
7537,RAJASTHAN,RAJSAMAND,2007,5,36,6,28,1,189,0
7538,RAJASTHAN,SAWAI MADHOPUR,2007,21,36,13,33,0,131,0
7539,RAJASTHAN,SIKAR,2007,34,42,19,32,0,183,0
7540,RAJASTHAN,SIROHI,2007,23,32,5,51,0,130,0
7541,RAJASTHAN,TONK,2007,19,50,3,20,1,212,0
7542,RAJASTHAN,UDAIPUR,2007,94,108,10,189,2,297,0
7543,RAJASTHAN,AJMER,2008,45,84,17,108,0,516,0
7544,RAJASTHAN,ALWAR,2008,88,91,38,134,0,429,0
7545,RAJASTHAN,BANSWARA,2008,42,45,8,66,1,85,0
7546,RAJASTHAN,BARAN,2008,52,45,10,169,0,181,0
7547,RAJASTHAN,BARMER,2008,20,21,14,82,0,116,0
7548,RAJASTHAN,BHARATPUR,2008,74,75,24,39,0,371,0
7549,RAJASTHAN,BHILWARA,2008,42,58,13,77,0,370,0
7550,RAJASTHAN,BIKANER,2008,48,28,12,74,0,306,0
7551,RAJASTHAN,BUNDI,2008,33,52,3,98,0,224,0
7552,RAJASTHAN,CHITTORGARH,2008,40,80,6,73,1,402,0
7553,RAJASTHAN,CHURU,2008,37,22,16,16,0,212,0
7554,RAJASTHAN,DAUSA,2008,21,48,9,34,0,100,0
7555,RAJASTHAN,DHOLPUR,2008,21,46,19,9,0,127,0
7556,RAJASTHAN,DUNGARPUR,2008,26,48,11,66,0,94,0
7557,RAJASTHAN,G.R.P.,2008,2,1,1,17,0,0,0
7558,RAJASTHAN,GANGANAGAR,2008,70,43,16,59,2,276,0
7559,RAJASTHAN,HANUMANGARH,2008,33,29,17,68,0,232,0
7560,RAJASTHAN,JAIPUR EAST,2008,20,61,6,54,2,140,0
7561,RAJASTHAN,JAIPUR NORTH,2008,25,69,5,26,0,149,0
7562,RAJASTHAN,JAIPUR RURAL,2008,35,82,11,108,5,205,0
7563,RAJASTHAN,JAIPUR SOUTH,2008,15,44,9,26,0,162,0
7564,RAJASTHAN,JAISALMER,2008,4,6,10,19,0,24,0
7565,RAJASTHAN,JALORE,2008,13,17,8,50,0,106,0
7566,RAJASTHAN,JHALAWAR,2008,44,44,6,144,2,262,0
7567,RAJASTHAN,JHUNJHUNU,2008,40,35,22,32,0,240,0
7568,RAJASTHAN,JODHPUR CITY,2008,19,35,10,25,1,212,0
7569,RAJASTHAN,JODHPUR RURAL,2008,32,21,17,47,0,81,0
7570,RAJASTHAN,KARAULI,2008,33,32,11,27,0,99,0
7571,RAJASTHAN,KOTA CITY,2008,24,55,10,40,1,307,0
7572,RAJASTHAN,KOTA RURAL,2008,34,26,4,76,0,201,0
7573,RAJASTHAN,NAGAUR,2008,33,48,18,142,0,257,0
7574,RAJASTHAN,PALI,2008,43,79,13,116,1,323,0
7575,RAJASTHAN,PRATAPGARH,2008,49,52,2,51,0,138,0
7576,RAJASTHAN,RAJSAMAND,2008,12,34,0,35,0,195,0
7577,RAJASTHAN,SAWAI MADHOPUR,2008,16,39,6,29,0,144,0
7578,RAJASTHAN,SIKAR,2008,40,38,15,18,0,217,0
7579,RAJASTHAN,SIROHI,2008,17,36,5,66,0,110,0
7580,RAJASTHAN,TONK,2008,22,46,6,41,3,206,0
7581,RAJASTHAN,UDAIPUR,2008,91,148,11,159,0,294,0
7582,RAJASTHAN,AJMER,2009,47,69,17,64,1,546,0
7583,RAJASTHAN,ALWAR,2009,101,128,35,139,0,516,0
7584,RAJASTHAN,BANSWARA,2009,40,49,3,43,0,143,0
7585,RAJASTHAN,BARAN,2009,55,84,9,130,1,289,0
7586,RAJASTHAN,BARMER,2009,31,29,14,96,0,150,0
7587,RAJASTHAN,BHARATPUR,2009,82,131,35,39,0,437,0
7588,RAJASTHAN,BHILWARA,2009,52,87,7,97,0,518,0
7589,RAJASTHAN,BIKANER,2009,37,36,11,83,0,353,0
7590,RAJASTHAN,BUNDI,2009,37,93,5,138,0,270,0
7591,RAJASTHAN,CHITTORGARH,2009,44,70,7,82,0,463,0
7592,RAJASTHAN,CHURU,2009,33,22,11,19,0,296,0
7593,RAJASTHAN,DAUSA,2009,13,62,14,19,0,144,0
7594,RAJASTHAN,DHOLPUR,2009,30,52,32,19,0,180,0
7595,RAJASTHAN,DUNGARPUR,2009,29,36,11,47,0,97,0
7596,RAJASTHAN,G.R.P.,2009,1,1,2,9,0,0,0
7597,RAJASTHAN,GANGANAGAR,2009,89,56,13,61,1,646,0
7598,RAJASTHAN,HANUMANGARH,2009,54,43,16,60,0,266,0
7599,RAJASTHAN,JAIPUR EAST,2009,29,55,6,53,0,179,0
7600,RAJASTHAN,JAIPUR NORTH,2009,23,72,9,31,0,202,0
7601,RAJASTHAN,JAIPUR RURAL,2009,49,85,14,94,3,256,0
7602,RAJASTHAN,JAIPUR SOUTH,2009,17,62,5,18,0,192,0
7603,RAJASTHAN,JAISALMER,2009,5,9,5,18,0,23,0
7604,RAJASTHAN,JALORE,2009,19,26,9,39,0,142,0
7605,RAJASTHAN,JHALAWAR,2009,55,45,7,215,3,379,0
7606,RAJASTHAN,JHUNJHUNU,2009,41,50,13,39,0,280,0
7607,RAJASTHAN,JODHPUR CITY,2009,15,55,9,40,1,242,0
7608,RAJASTHAN,JODHPUR RURAL,2009,27,29,19,43,0,97,0
7609,RAJASTHAN,KARAULI,2009,46,49,14,25,0,138,0
7610,RAJASTHAN,KOTA CITY,2009,23,76,7,51,0,376,0
7611,RAJASTHAN,KOTA RURAL,2009,29,32,4,99,3,230,0
7612,RAJASTHAN,NAGAUR,2009,53,76,6,117,0,302,0
7613,RAJASTHAN,PALI,2009,48,92,8,77,4,403,0
7614,RAJASTHAN,PRATAPGARH,2009,54,59,2,50,0,180,0
7615,RAJASTHAN,RAJSAMAND,2009,11,42,3,46,2,205,0
7616,RAJASTHAN,SAWAI MADHOPUR,2009,17,66,10,18,0,171,0
7617,RAJASTHAN,SIKAR,2009,36,59,21,18,0,323,0
7618,RAJASTHAN,SIROHI,2009,18,25,4,64,1,132,0
7619,RAJASTHAN,TONK,2009,20,42,4,26,0,252,0
7620,RAJASTHAN,UDAIPUR,2009,109,156,15,159,4,353,0
7621,RAJASTHAN,AJMER,2010,47,86,12,81,0,615,0
7622,RAJASTHAN,ALWAR,2010,105,138,42,122,0,588,0
7623,RAJASTHAN,BANSWARA,2010,61,53,8,47,1,151,0
7624,RAJASTHAN,BARAN,2010,48,72,9,129,2,267,0
7625,RAJASTHAN,BARMER,2010,34,33,18,71,0,194,0
7626,RAJASTHAN,BHARATPUR,2010,83,152,33,38,0,437,0
7627,RAJASTHAN,BHILWARA,2010,48,130,3,74,1,593,0
7628,RAJASTHAN,BIKANER,2010,41,34,18,58,0,354,0
7629,RAJASTHAN,BUNDI,2010,31,80,3,113,0,285,0
7630,RAJASTHAN,CHITTORGARH,2010,42,96,6,76,0,516,0
7631,RAJASTHAN,CHURU,2010,49,17,22,10,0,301,0
7632,RAJASTHAN,DAUSA,2010,24,69,18,18,0,162,0
7633,RAJASTHAN,DHOLPUR,2010,22,53,28,18,0,186,0
7634,RAJASTHAN,DUNGARPUR,2010,26,50,5,56,0,100,0
7635,RAJASTHAN,G.R.P. AJMER,2010,0,0,3,1,0,0,0
7636,RAJASTHAN,G.R.P. JODHPUR,2010,2,0,0,1,2,0,0
7637,RAJASTHAN,GANGANAGAR,2010,72,94,18,74,2,659,0
7638,RAJASTHAN,HANUMANGARH,2010,56,44,15,98,0,427,0
7639,RAJASTHAN,JAIPUR EAST,2010,28,66,10,42,0,231,0
7640,RAJASTHAN,JAIPUR NORTH,2010,25,67,13,40,0,234,0
7641,RAJASTHAN,JAIPUR RURAL,2010,27,90,13,63,1,253,0
7642,RAJASTHAN,JAIPUR SOUTH,2010,18,47,7,33,0,255,0
7643,RAJASTHAN,JAISALMER,2010,3,7,5,25,0,29,0
7644,RAJASTHAN,JALORE,2010,13,29,14,36,0,122,0
7645,RAJASTHAN,JHALAWAR,2010,62,48,6,187,4,303,0
7646,RAJASTHAN,JHUNJHUNU,2010,49,50,15,45,0,251,0
7647,RAJASTHAN,JODHPUR CITY,2010,27,43,13,31,3,247,0
7648,RAJASTHAN,JODHPUR RURAL,2010,17,39,11,29,0,132,0
7649,RAJASTHAN,KARAULI,2010,42,72,12,24,0,157,0
7650,RAJASTHAN,KOTA CITY,2010,33,74,2,50,0,369,0
7651,RAJASTHAN,KOTA RURAL,2010,36,35,2,67,0,199,0
7652,RAJASTHAN,NAGAUR,2010,60,57,22,86,0,348,0
7653,RAJASTHAN,PALI,2010,53,98,9,75,0,442,0
7654,RAJASTHAN,PRATAPGARH,2010,56,56,7,69,0,173,0
7655,RAJASTHAN,RAJSAMAND,2010,14,25,4,41,0,233,0
7656,RAJASTHAN,SAWAI MADHOPUR,2010,16,65,0,26,0,179,0
7657,RAJASTHAN,SIKAR,2010,52,86,12,11,0,313,0
7658,RAJASTHAN,SIROHI,2010,20,27,6,63,0,175,0
7659,RAJASTHAN,TONK,2010,18,44,4,19,1,338,0
7660,RAJASTHAN,UDAIPUR,2010,111,151,14,192,6,327,0
7661,RAJASTHAN,AJMER,2011,70,108,15,105,0,709,0
7662,RAJASTHAN,ALWAR,2011,99,143,53,136,0,556,0
7663,RAJASTHAN,BANSWARA,2011,55,95,6,59,2,190,0
7664,RAJASTHAN,BARAN,2011,60,88,10,158,1,351,0
7665,RAJASTHAN,BARMER,2011,21,34,27,36,0,201,0
7666,RAJASTHAN,BHARATPUR,2011,69,139,29,85,0,478,0
7667,RAJASTHAN,BHILWARA,2011,52,74,16,90,0,558,0
7668,RAJASTHAN,BIKANER,2011,55,25,17,54,0,446,0
7669,RAJASTHAN,BUNDI,2011,40,99,6,114,0,298,0
7670,RAJASTHAN,CHITTORGARH,2011,50,98,4,48,1,588,0
7671,RAJASTHAN,CHURU,2011,37,26,10,11,0,342,0
7672,RAJASTHAN,DAUSA,2011,13,72,12,17,0,184,0
7673,RAJASTHAN,DHOLPUR,2011,32,64,19,12,0,197,0
7674,RAJASTHAN,DUNGARPUR,2011,39,87,5,57,0,134,0
7675,RAJASTHAN,G.R.P.AJMER,2011,2,6,0,9,0,0,0
7676,RAJASTHAN,G.R.P.JODHPUR,2011,0,1,0,7,0,0,0
7677,RAJASTHAN,GANGANAGAR,2011,99,68,19,73,1,653,0
7678,RAJASTHAN,HANUMANGARH,2011,82,38,12,66,0,405,0
7679,RAJASTHAN,JAIPUR EAST,2011,31,69,15,59,0,272,0
7680,RAJASTHAN,JAIPUR NORTH,2011,20,38,8,23,0,241,0
7681,RAJASTHAN,JAIPUR RURAL,2011,37,75,15,37,0,213,0
7682,RAJASTHAN,JAIPUR SOUTH,2011,18,47,6,18,0,215,0
7683,RAJASTHAN,JAIPUR WEST,2011,23,72,10,25,0,208,0
7684,RAJASTHAN,JAISALMER,2011,4,5,5,17,0,20,0
7685,RAJASTHAN,JALORE,2011,22,47,14,24,0,154,0
7686,RAJASTHAN,JHALAWAR,2011,67,55,14,201,3,385,0
7687,RAJASTHAN,JHUNJHUNU,2011,51,59,21,68,0,284,0
7688,RAJASTHAN,JODHPUR CITY,2011,33,45,13,57,1,338,0
7689,RAJASTHAN,JODHPUR RURAL,2011,26,35,17,28,0,133,0
7690,RAJASTHAN,KARAULI,2011,38,78,18,18,0,174,0
7691,RAJASTHAN,KOTA CITY,2011,24,74,5,58,0,413,0
7692,RAJASTHAN,KOTA RURAL,2011,44,50,5,98,0,235,0
7693,RAJASTHAN,NAGAUR,2011,70,60,14,66,0,398,0
7694,RAJASTHAN,PALI,2011,64,88,11,84,0,451,0
7695,RAJASTHAN,PRATAPGARH,2011,103,77,7,65,0,212,0
7696,RAJASTHAN,RAJSAMAND,2011,14,44,2,61,0,234,0
7697,RAJASTHAN,SAWAI MADHOPUR,2011,24,72,4,43,0,201,0
7698,RAJASTHAN,SIKAR,2011,50,69,26,11,0,232,0
7699,RAJASTHAN,SIROHI,2011,27,52,5,76,0,156,0
7700,RAJASTHAN,TONK,2011,25,75,5,23,0,315,0
7701,RAJASTHAN,UDAIPUR,2011,110,162,14,150,0,444,0
7702,RAJASTHAN,AJMER,2012,70,76,13,72,0,668,0
7703,RAJASTHAN,ALWAR,2012,129,154,47,135,0,655,0
7704,RAJASTHAN,BANSWARA,2012,56,87,4,49,3,237,0
7705,RAJASTHAN,BARAN,2012,69,84,7,185,2,313,0
7706,RAJASTHAN,BARMER,2012,21,35,20,59,0,237,0
7707,RAJASTHAN,BHARATPUR,2012,108,168,32,79,0,567,0
7708,RAJASTHAN,BHILWARA,2012,59,70,10,98,0,609,0
7709,RAJASTHAN,BIKANER,2012,67,35,16,31,0,546,0
7710,RAJASTHAN,BUNDI,2012,43,77,5,90,1,304,0
7711,RAJASTHAN,CHITTORGARH,2012,59,81,6,64,1,608,0
7712,RAJASTHAN,CHURU,2012,59,26,8,5,0,405,0
7713,RAJASTHAN,DAUSA,2012,14,75,19,9,0,181,0
7714,RAJASTHAN,DHOLPUR,2012,32,60,30,19,0,195,0
7715,RAJASTHAN,DUNGARPUR,2012,32,65,5,48,0,119,0
7716,RAJASTHAN,G.R.P.AJMER,2012,4,5,1,13,0,0,0
7717,RAJASTHAN,G.R.P.JODHPUR,2012,1,0,1,2,0,0,0
7718,RAJASTHAN,GANGANAGAR,2012,77,73,21,58,2,803,0
7719,RAJASTHAN,HANUMANGARH,2012,92,57,19,43,0,515,0
7720,RAJASTHAN,JAIPUR EAST,2012,41,55,10,24,0,201,0
7721,RAJASTHAN,JAIPUR NORTH,2012,37,54,13,29,0,265,0
7722,RAJASTHAN,JAIPUR RURAL,2012,39,86,11,46,0,281,0
7723,RAJASTHAN,JAIPUR SOUTH,2012,17,21,7,20,0,217,0
7724,RAJASTHAN,JAIPUR WEST,2012,38,60,0,18,0,257,0
7725,RAJASTHAN,JAISALMER,2012,12,5,11,20,0,22,0
7726,RAJASTHAN,JALORE,2012,13,39,15,40,0,138,0
7727,RAJASTHAN,JHALAWAR,2012,81,76,5,205,2,434,0
7728,RAJASTHAN,JHUNJHUNU,2012,45,55,17,44,0,347,0
7729,RAJASTHAN,JODHPUR EAST,2012,20,13,11,16,0,296,0
7730,RAJASTHAN,JODHPUR RURAL,2012,27,28,16,26,0,121,0
7731,RAJASTHAN,JODHPUR WEST,2012,20,23,5,27,0,5,0
7732,RAJASTHAN,KARAULI,2012,44,77,15,7,0,196,0
7733,RAJASTHAN,KOTA CITY,2012,45,62,5,73,0,428,0
7734,RAJASTHAN,KOTA RURAL,2012,42,44,6,105,2,200,0
7735,RAJASTHAN,NAGAUR,2012,53,106,11,66,0,416,0
7736,RAJASTHAN,PALI,2012,61,104,9,75,1,464,0
7737,RAJASTHAN,PRATAPGARH,2012,137,78,2,79,0,276,0
7738,RAJASTHAN,RAJSAMAND,2012,14,53,5,40,1,263,0
7739,RAJASTHAN,SAWAI MADHOPUR,2012,19,75,6,39,0,213,0
7740,RAJASTHAN,SIKAR,2012,55,62,18,22,0,322,0
7741,RAJASTHAN,SIROHI,2012,29,64,4,74,1,180,0
7742,RAJASTHAN,TONK,2012,19,66,3,24,2,309,0
7743,RAJASTHAN,UDAIPUR,2012,149,163,9,174,0,499,0
7744,Rajasthan,AJMER,2013,100,155,16,166,1,863,0
7745,Rajasthan,ALWAR,2013,316,253,42,288,0,707,0
7746,Rajasthan,BANSWARA,2013,117,105,13,108,0,205,0
7747,Rajasthan,BARAN,2013,66,102,1,208,0,289,0
7748,Rajasthan,BARMER,2013,55,25,21,190,0,274,0
7749,Rajasthan,BHARATPUR,2013,164,201,34,156,0,574,0
7750,Rajasthan,BHILWARA,2013,101,107,8,135,0,652,0
7751,Rajasthan,BIKANER,2013,100,71,18,63,0,516,0
7752,Rajasthan,BUNDI,2013,63,98,2,117,0,326,0
7753,Rajasthan,CHITTORGARH,2013,93,150,4,142,0,782,1
7754,Rajasthan,CHURU,2013,73,54,10,15,0,420,0
7755,Rajasthan,DAUSA,2013,41,103,11,163,0,221,0
7756,Rajasthan,DHOLPUR,2013,56,72,40,28,0,196,0
7757,Rajasthan,DISCOM,2013,0,0,0,0,0,0,0
7758,Rajasthan,DUNGARPUR,2013,86,104,6,99,0,175,0
7759,Rajasthan,G.R.P.AJMER,2013,1,5,1,10,1,0,0
7760,Rajasthan,G.R.P.JODHPUR,2013,0,0,0,3,0,0,0
7761,Rajasthan,GANGANAGAR,2013,151,139,20,127,3,957,0
7762,Rajasthan,HANUMANGARH,2013,105,92,15,121,1,599,0
7763,Rajasthan,JAIPUR EAST,2013,49,94,5,107,0,267,0
7764,Rajasthan,JAIPUR NORTH,2013,37,86,4,68,0,300,0
7765,Rajasthan,JAIPUR RURAL,2013,68,99,8,120,0,269,0
7766,Rajasthan,JAIPUR SOUTH,2013,42,71,7,39,0,214,0
7767,Rajasthan,JAIPUR WEST,2013,64,128,5,69,0,329,0
7768,Rajasthan,JAISALMER,2013,17,9,4,88,0,37,0
7769,Rajasthan,JALORE,2013,44,38,12,72,0,180,0
7770,Rajasthan,JHALAWAR,2013,117,113,5,307,5,478,0
7771,Rajasthan,JHUNJHUNU,2013,72,72,12,40,0,405,0
7772,Rajasthan,JODHPUR EAST,2013,20,49,1,51,0,205,0
7773,Rajasthan,JODHPUR RURAL,2013,50,49,11,88,0,166,0
7774,Rajasthan,JODHPUR WEST,2013,50,55,6,90,0,168,0
7775,Rajasthan,KARAULI,2013,48,77,13,79,0,179,0
